,ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Type_of_order,Type_of_vehicle,Time_taken(min),prediction
19363,88BB,CHENRES15DEL03,31,4.9,13.026286,80.275235,13.086286,80.335235,Drinks ,scooter ,29,29.058903
37900,6C59,HYDRES03DEL01,36,5.0,17.422819,78.449578,17.462819,78.489578,Buffet ,electric_scooter ,30,30.001165
2159,8C46,JAPRES19DEL02,37,4.6,26.913726,75.75282,26.933726,75.77282,Drinks ,scooter ,19,19.030708
31656,4493,MYSRES01DEL02,36,4.1,12.311072,76.654878,12.331072,76.674878,Meal ,motorcycle ,31,30.904705
11329,4C5,PUNERES18DEL03,29,4.6,18.593481,73.785901,18.683481,73.875901,Meal ,scooter ,31,30.716867
25498,6E9B,PUNERES05DEL01,27,4.7,18.543626,73.905101,18.553626,73.915101,Drinks ,motorcycle ,22,22.039864
14042,6834,CHENRES15DEL01,26,4.6,13.026286,80.275235,13.096286,80.345235,Snack ,scooter ,20,19.850994
14566,C0C4,KOLRES03DEL01,24,5.0,-22.526461,88.364453,22.596461,88.434453,Snack ,motorcycle ,21,20.344696
39213,962A,MUMRES11DEL03,35,4.5,18.994237,72.825553,19.054237,72.885553,Buffet ,scooter ,18,18.020481
36735,E126,LUDHRES17DEL02,30,4.9,30.893384,75.821202,31.023384,75.951202,Meal ,scooter ,20,19.797277
34196,AF54,MUMRES010DEL03,20,4.8,19.003517,72.82765,19.033517,72.85765,Buffet ,scooter ,13,12.919844
3081,C5E4,AURGRES08DEL01,20,4.7,19.876428,75.364792,19.916428,75.404792,Drinks ,motorcycle ,26,26.16404
2520,2FA6,COIMBRES17DEL02,29,4.9,11.026117,76.944652,11.046117,76.964652,Buffet ,motorcycle ,11,10.9934435
43813,91C1,MYSRES18DEL03,29,4.9,12.337928,76.617889,12.367928,76.647889,Snack ,motorcycle ,18,18.007782
42815,96A5,MYSRES05DEL01,32,4.9,12.323978,76.627961,12.333978,76.637961,Meal ,scooter ,23,22.903637
44002,2F1B,BANGRES09DEL01,36,4.8,12.934179,77.615797,12.944179,77.625797,Snack ,motorcycle ,15,14.945256
38787,8C47,JAPRES15DEL01,38,4.9,26.891191,75.802083,26.931191,75.842083,Snack ,motorcycle ,19,19.077866
16832,DB90,DEHRES17DEL02,36,4.0,30.327968,78.046106,30.347968,78.066106,Snack ,motorcycle ,27,26.93184
25860,2393,BANGRES03DEL02,27,4.1,12.979166,77.640709,13.029166,77.690709,Buffet ,motorcycle ,36,35.917614
22656,B869,CHENRES19DEL02,27,4.5,12.986047,80.218114,13.036047,80.268114,Drinks ,electric_scooter ,19,19.090565
36495,2D06,HYDRES16DEL02,27,4.8,17.440827,78.393391,17.570827,78.523391,Snack ,scooter ,22,22.060421
41321,D3BA,KNPRES14DEL02,29,4.8,26.463504,80.372929,26.593504,80.502929,Snack ,scooter ,28,28.055965
22663,2A38,CHENRES12DEL02,32,3.9,12.972793,80.249982,13.052793,80.329982,Meal ,scooter ,31,30.716867
29806,7DA9,CHENRES02DEL03,29,3.3,13.086438,80.220672,13.176438,80.310672,Buffet ,scooter ,41,40.945267
36068,C2F4,AGRRES02DEL03,30,5.0,0.0,0.0,0.03,0.03,Drinks ,motorcycle ,25,24.981205
9496,C835,AURGRES04DEL03,31,4.6,19.876106,75.340775,19.906106,75.370775,Buffet ,scooter ,26,26.174265
39019,1694,MUMRES09DEL03,27,4.8,18.994049,72.825203,19.084049,72.915203,Snack ,scooter ,15,14.924707
5926,88D6,HYDRES06DEL01,26,4.5,17.455894,78.375467,17.495894,78.415467,Buffet ,electric_scooter ,12,11.905642
29725,854A,CHENRES01DEL01,27,4.9,13.005801,80.250744,13.075801,80.320744,Meal ,scooter ,20,19.850994
16406,A486,BANGRES03DEL02,30,4.6,12.979166,77.640709,13.059166,77.720709,Snack ,motorcycle ,21,21.107952
18450,8565,JAPRES18DEL03,25,4.8,26.913987,75.752891,26.943987,75.782891,Drinks ,motorcycle ,24,23.962868
18037,C5CF,LUDHRES18DEL01,37,5.0,30.890184,75.829615,31.000184,75.939615,Snack ,motorcycle ,36,35.9905
8894,C3FE,BHPRES19DEL01,25,5.0,0.0,0.0,0.11,0.11,Drinks ,motorcycle ,20,19.83482
8706,AD24,VADRES13DEL01,31,4.2,22.310237,73.158921,22.380237,73.228921,Buffet ,electric_scooter ,35,34.994797
1376,A75,PUNERES11DEL01,37,4.7,18.533811,73.899315,18.543811,73.909315,Buffet ,motorcycle ,18,17.97564
1724,A172,SURRES17DEL02,21,4.7,21.149569,72.772697,21.229569,72.852697,Snack ,motorcycle ,24,23.846292
27044,8241,HYDRES16DEL01,24,4.6,17.440827,78.393391,17.550827,78.503391,Snack ,scooter ,41,40.945267
3754,1C6F,SURRES14DEL03,25,4.6,21.157729,72.768726,21.247729,72.858726,Meal ,motorcycle ,16,16.074535
29739,A9C6,BANGRES01DEL01,34,4.8,12.933284,77.615428,13.043284,77.725428,Buffet ,scooter ,24,23.872654
20567,38F6,VADRES19DEL01,35,4.8,22.311844,73.165081,22.421844,73.275081,Drinks ,motorcycle ,49,49.22008
36850,D8C6,LUDHRES09DEL01,36,5.0,30.885814,75.786976,30.895814,75.796976,Buffet ,motorcycle ,24,23.931454
26062,6617,PUNERES15DEL01,33,4.2,18.636215,73.751081,18.646215,73.761081,Buffet ,motorcycle ,24,23.931454
24858,2D47,INDORES19DEL02,23,4.7,22.745536,75.893106,22.795536,75.943106,Snack ,motorcycle ,20,19.840448
13057,BAF5,CHENRES02DEL03,24,4.7,13.086438,80.220672,13.146439,80.280672,Buffet ,motorcycle ,15,14.775452
19921,CB76,LUDHRES010DEL01,24,4.1,30.89286,75.822199,31.00286,75.932199,Meal ,scooter ,40,40.055004
28444,731D,RANCHIRES03DEL01,25,4.7,0.0,0.0,0.07,0.07,Snack ,motorcycle ,18,17.966793
23387,2389,MUMRES010DEL01,34,4.8,19.003517,72.82765,19.113517,72.93765,Drinks ,electric_scooter ,41,40.945267
20714,4871,HYDRES18DEL02,30,4.2,17.450851,78.379347,17.580851,78.509347,Meal ,motorcycle ,38,38.21929
28927,5AB3,RANCHIRES010DEL03,38,4.6,23.354422,85.3329,23.414422,85.3929,Buffet ,scooter ,19,19.090565
42719,B3E1,COIMBRES16DEL03,30,5.0,11.010375,76.95295,11.100375,77.04295,Drinks ,scooter ,15,14.924707
14571,6620,JAPRES18DEL02,26,4.7,26.913987,75.752891,27.043987,75.882891,Snack ,motorcycle ,25,24.887524
29334,9C1F,MUMRES04DEL01,20,4.8,19.254567,72.848923,19.264567,72.858923,Drinks ,motorcycle ,15,14.945256
17030,E07A,KOLRES20DEL03,34,5.0,22.514119,88.362504,22.604119,88.452504,Drinks ,motorcycle ,16,16.074535
23911,2263,MUMRES18DEL01,25,4.7,19.1093,72.825451,19.1793,72.895451,Snack ,motorcycle ,17,17.155363
33069,4671,HYDRES08DEL02,23,4.6,17.438263,78.397865,17.458263,78.417865,Snack ,motorcycle ,22,22.039864
14215,8772,BANGRES18DEL03,33,4.2,12.913041,77.683237,13.003041,77.773237,Buffet ,scooter ,35,34.994797
15997,2BD8,VADRES14DEL01,27,4.6,22.311603,73.165012,22.381603,73.235012,Buffet ,motorcycle ,14,14.198238
39933,A0AC,SURRES16DEL02,27,4.6,21.160437,72.774209,21.240437,72.854209,Drinks ,motorcycle ,23,22.902306
28044,963A,CHENRES19DEL02,30,4.8,12.986047,80.218114,13.116047,80.348114,Snack ,motorcycle ,33,33.033077
43138,3C7F,MYSRES09DEL03,22,5.0,12.323194,76.630583,12.383194,76.690583,Meal ,motorcycle ,21,21.113577
37643,64BF,MYSRES04DEL03,23,4.6,12.3085,76.665808,12.3685,76.725808,Buffet ,motorcycle ,10,10.308073
10736,3DE3,VADRES20DEL01,35,4.6,22.311358,73.164798,22.321358,73.174798,Buffet ,motorcycle ,25,24.972687
30841,1D28,MUMRES05DEL01,24,4.9,18.927584,72.832585,18.967584,72.872585,Buffet ,scooter ,28,27.885803
12258,D495,KOCRES18DEL02,39,4.2,9.957144,76.296783,10.087144,76.426783,Buffet ,motorcycle ,38,38.21929
18544,348F,VADRES07DEL03,35,4.3,0.0,0.0,0.09,0.09,Buffet ,electric_scooter ,43,42.877533
33453,D3E4,KOLRES18DEL01,34,4.6,22.569367,88.433187,22.579367,88.443187,Meal ,motorcycle ,26,26.161663
44212,B652,RANCHIRES05DEL03,25,4.5,23.355164,85.324097,23.445164,85.414097,Snack ,scooter ,27,27.11441
11435,CF4,VADRES14DEL02,29,4.6,22.311603,73.165012,22.391603,73.245012,Meal ,motorcycle ,43,43.02076
14291,1087,HYDRES14DEL01,29,4.6,17.426228,78.407495,17.436228,78.417495,Snack ,motorcycle ,15,14.945256
2461,ACAE,INDORES13DEL03,35,4.8,22.745049,75.892471,22.775049,75.922471,Snack ,motorcycle ,22,22.057043
12275,60FA,HYDRES16DEL01,28,4.0,17.440827,78.393391,17.510827,78.463391,Buffet ,scooter ,31,30.716867
27413,D57C,KNPRES14DEL02,28,4.7,26.463504,80.372929,26.593504,80.502929,Meal ,motorcycle ,30,30.025574
11889,6A88,BANGRES010DEL02,37,4.9,12.933298,77.614293,13.063298,77.744293,Drinks ,scooter ,30,30.079285
39896,6369,SURRES12DEL03,33,3.7,21.183434,72.814492,21.273434,72.904492,Drinks ,scooter ,37,36.741386
38714,47A1,CHENRES04DEL01,38,4.7,13.02978,80.208812,13.06978,80.248812,Snack ,motorcycle ,30,29.963593
4583,1B85,RANCHIRES16DEL02,37,4.8,23.371292,85.327872,23.451292,85.407872,Drinks ,motorcycle ,48,48.09312
22168,A8C5,MUMRES03DEL01,38,4.6,19.22384,72.841347,19.29384,72.911347,Snack ,motorcycle ,40,40.19658
26806,141F,VADRES08DEL03,28,4.9,0.0,0.0,0.09,0.09,Snack ,motorcycle ,35,35.02575
23953,BF2,COIMBRES06DEL01,25,4.9,11.021278,76.995017,11.091278,77.065017,Snack ,scooter ,26,26.028744
16905,44B9,BANGRES010DEL01,23,4.9,12.933298,77.614293,12.973298,77.654293,Drinks ,scooter ,16,15.925627
29921,2F96,SURRES04DEL01,26,4.8,21.173493,72.801953,21.183493,72.811953,Snack ,scooter ,18,17.960625
44366,1445,MYSRES08DEL03,25,4.6,12.297954,76.665169,12.327954,76.695169,Meal ,scooter ,19,19.090565
3983,69CC,RANCHIRES14DEL03,33,4.9,0.0,0.0,0.06,0.06,Drinks ,motorcycle ,21,21.113577
39071,C7BC,LUDHRES03DEL03,38,4.7,30.88722,75.804893,31.02722,75.944893,Buffet ,motorcycle ,43,42.906075
42676,68DE,JAPRES14DEL01,25,4.9,26.88842,75.800689,26.89842,75.810689,Buffet ,scooter ,25,24.955198
33548,B84E,MUMRES08DEL02,29,4.6,19.065838,72.832658,19.195838,72.962658,Drinks ,electric_scooter ,28,28.055965
17153,3752,HYDRES09DEL01,31,4.6,17.431668,78.408321,17.541668,78.518321,Buffet ,motorcycle ,54,52.716812
21991,6EA6,PUNERES06DEL03,35,4.1,18.546258,73.904337,18.636258,73.994337,Meal ,motorcycle ,46,45.89883
5978,B9CB,BANGRES04DEL01,24,5.0,12.98041,77.640489,13.02041,77.680489,Buffet ,motorcycle ,15,14.775452
25227,42DC,INDORES02DEL03,36,4.8,22.651847,75.881991,22.741847,75.971991,Snack ,electric_scooter ,35,34.994797
20131,56F4,COIMBRES19DEL03,24,4.8,11.022298,76.998349,11.112298,77.088349,Drinks ,motorcycle ,33,33.033077
34964,4DEF,BANGRES02DEL03,22,4.5,12.970221,77.645396,13.000221,77.675396,Meal ,motorcycle ,26,26.16404
45465,A6EF,BANGRES11DEL01,34,4.7,12.934365,77.616155,13.004365,77.686155,Meal ,motorcycle ,26,26.00238
20669,B71F,COIMBRES19DEL03,33,4.7,11.022298,76.998349,11.082298,77.058349,Buffet ,motorcycle ,21,21.113577
12504,B68C,JAPRES18DEL03,38,4.6,26.913987,75.752891,26.943987,75.782891,Buffet ,scooter ,27,26.959976
42600,3192,CHENRES12DEL01,20,4.5,12.972793,80.249982,13.042793,80.319982,Snack ,motorcycle ,36,35.9905
26189,165A,JAPRES15DEL03,36,4.7,26.891191,75.802083,26.951191,75.862083,Snack ,scooter ,28,27.885803
6979,2328,RANCHIRES09DEL02,29,4.6,23.351058,85.325731,23.431058,85.405731,Drinks ,motorcycle ,32,32.163193
32125,C4AA,ALHRES18DEL02,30,4.7,25.450317,81.831681,25.470317,81.851681,Drinks ,motorcycle ,28,27.873396
11824,57D3,MUMRES03DEL03,32,4.1,19.22384,72.841347,19.28384,72.901347,Buffet ,motorcycle ,31,30.996916
25538,6EC1,COIMBRES06DEL02,25,4.9,11.021278,76.995017,11.101278,77.075017,Meal ,scooter ,23,22.928667
31182,4877,CHENRES13DEL03,30,4.9,13.027018,80.254791,13.057018,80.284791,Buffet ,motorcycle ,29,29.048677
35144,2866,INDORES07DEL01,29,4.8,22.722634,75.886959,22.792634,75.956959,Buffet ,scooter ,21,21.124123
17630,6CA1,COIMBRES09DEL02,34,4.2,11.008638,76.984311,11.028638,77.004311,Meal ,motorcycle ,33,32.86996
23888,DF40,AGRRES11DEL03,31,4.1,27.163303,78.057044,27.193303,78.087044,Drinks ,motorcycle ,34,33.730843
39279,C6A2,ALHRES12DEL01,39,4.6,25.443994,81.860187,25.553994,81.970187,Buffet ,motorcycle ,48,48.09312
13279,B998,RANCHIRES16DEL01,34,4.7,23.371292,85.327872,23.381292,85.337872,Drinks ,motorcycle ,20,19.830437
28270,3D4C,JAPRES03DEL03,33,4.6,26.913483,75.803139,27.003483,75.893139,Meal ,scooter ,28,28.055965
44635,A0C1,INDORES12DEL01,21,4.7,22.74806,75.8934,22.81806,75.9634,Buffet ,motorcycle ,16,16.074535
5439,252A,BANGRES01DEL02,37,4.7,12.933284,77.615428,13.013284,77.695428,Meal ,motorcycle ,45,45.89883
10759,985A,MUMRES04DEL03,33,4.5,19.254567,72.848923,19.314567,72.908923,Drinks ,motorcycle ,20,19.840448
39261,5987,COIMBRES11DEL03,39,4.5,11.001753,76.986241,11.031753,77.016241,Drinks ,scooter ,27,26.944248
41732,B33,MYSRES20DEL01,20,4.6,12.337978,76.616792,12.347978,76.626792,Buffet ,motorcycle ,11,10.9934435
29956,6880,JAPRES05DEL03,33,4.6,26.905287,75.794592,26.935287,75.824592,Drinks ,scooter ,18,18.020481
27065,7D64,SURRES06DEL03,38,4.8,21.185047,72.80859,21.275047,72.89859,Meal ,motorcycle ,42,42.090275
28138,4FDD,INDORES02DEL01,34,4.5,22.651847,75.881991,22.661847,75.891991,Drinks ,electric_scooter ,19,19.030708
38278,2B9F,SURRES02DEL02,34,5.0,21.186608,72.794136,21.316608,72.924136,Buffet ,motorcycle ,48,48.09312
38098,1908,VADRES010DEL03,23,4.8,22.310329,73.169083,22.400329,73.259083,Snack ,motorcycle ,32,32.163193
4531,ADB7,COIMBRES05DEL01,35,4.0,11.022169,76.999594,11.092169,77.069594,Drinks ,motorcycle ,37,36.77234
9866,DB66,AURGRES05DEL02,27,4.6,19.875522,75.367127,19.925522,75.417127,Meal ,scooter ,13,12.919844
10142,2780,MYSRES05DEL02,24,4.8,12.323978,76.627961,12.373978,76.677961,Buffet ,motorcycle ,23,23.14118
28903,102D,SURRES11DEL01,30,4.7,21.157735,72.768778,21.267735,72.878778,Drinks ,motorcycle ,16,16.074535
22804,58F2,JAPRES04DEL02,32,4.8,26.902328,75.794257,26.952328,75.844257,Drinks ,motorcycle ,28,27.875578
16531,3BE4,MYSRES18DEL02,37,4.7,12.337928,76.617889,12.357928,76.637889,Snack ,motorcycle ,27,26.93184
18052,B4A4,BANGRES11DEL02,34,4.9,12.934365,77.616155,12.954365,77.636155,Buffet ,scooter ,30,29.88124
11280,E136,LUDHRES19DEL01,24,2.9,30.902872,75.826808,30.972872,75.896808,Snack ,motorcycle ,43,42.862385
35479,B34A,CHENRES02DEL03,25,4.6,13.086438,80.220672,13.176438,80.310672,Snack ,scooter ,35,34.994797
24034,7D62,INDORES06DEL02,27,4.2,22.728163,75.884212,22.808163,75.964212,Snack ,motorcycle ,34,34.103058
28082,C14F,ALHRES16DEL01,33,4.9,25.450377,81.834236,25.560377,81.944236,Meal ,motorcycle ,19,19.001015
7788,BEE8,BANGRES04DEL01,20,4.8,12.98041,77.640489,13.02041,77.680489,Snack ,motorcycle ,27,26.934023
36224,2.4E+06,VADRES11DEL01,32,4.7,22.308096,73.167753,22.318096,73.177753,Snack ,motorcycle ,28,27.873396
28758,553F,SURRES07DEL01,24,4.7,21.170798,72.790489,21.240798,72.860489,Snack ,motorcycle ,15,14.924431
4940,7476,BANGRES17DEL02,32,4.9,12.972532,77.608179,13.102532,77.738179,Buffet ,motorcycle ,21,21.107952
41991,5BA2,RANCHIRES12DEL02,20,4.9,0.0,0.0,0.05,0.05,Snack ,motorcycle ,21,21.113577
26724,710B,PUNERES17DEL02,31,4.8,18.530963,73.828972,18.550963,73.848972,Drinks ,motorcycle ,33,32.86996
22614,4E8E,COIMBRES010DEL02,37,4.2,11.003008,76.97544,11.023008,76.99544,Meal ,motorcycle ,30,29.871382
39851,5786,PUNERES16DEL03,26,4.7,18.536718,73.830327,18.566719,73.860327,Drinks ,scooter ,23,23.151405
30111,D65,PUNERES02DEL01,29,4.6,18.55144,73.804855,18.59144,73.844855,Meal ,scooter ,10,10.082401
31186,C205,AURGRES07DEL01,39,5.0,19.875908,75.358888,19.885908,75.368888,Drinks ,motorcycle ,33,32.86996
25431,52F2,MUMRES010DEL01,22,4.7,19.003517,72.82765,19.013517,72.83765,Snack ,scooter ,27,26.914352
7099,C3D2,KOLRES05DEL01,22,4.8,22.527893,88.368628,22.537893,88.378628,Meal ,motorcycle ,20,19.830437
8080,C194,KOCRES14DEL03,32,4.9,10.027014,76.308053,10.117014,76.398053,Meal ,motorcycle ,54,52.716812
23472,8199,PUNERES18DEL02,36,4.9,18.593481,73.785901,18.723481,73.915901,Meal ,motorcycle ,16,16.074535
43492,78FA,JAPRES16DEL03,23,4.6,26.849596,75.800512,26.939596,75.890512,Snack ,motorcycle ,25,24.887524
43927,D0D0,KNPRES13DEL01,29,4.6,26.481547,80.299775,26.551547,80.369775,Drinks ,scooter ,38,38.188335
27425,DB7,JAPRES18DEL03,24,4.7,26.913987,75.752891,26.973987,75.812891,Buffet ,motorcycle ,22,22.049875
41674,57D4,MUMRES06DEL01,29,4.6,19.055831,72.833984,19.125831,72.903984,Meal ,motorcycle ,29,29.115454
25364,6929,MUMRES16DEL02,34,4.8,19.120083,72.907385,19.200083,72.987385,Meal ,scooter ,22,22.060421
28671,7C3D,RANCHIRES12DEL03,37,4.8,0.0,0.0,0.06,0.06,Buffet ,scooter ,15,14.788152
20281,594B,MUMRES05DEL01,28,5.0,18.927584,72.832585,18.967584,72.872585,Meal ,electric_scooter ,11,10.939624
43232,4D9D,VADRES20DEL01,22,4.8,22.311358,73.164798,22.421358,73.274798,Buffet ,scooter ,25,24.913887
23561,1FCC,SURRES15DEL01,28,4.6,21.160522,72.771477,21.200522,72.811477,Meal ,electric_scooter ,25,24.99143
42080,8129,JAPRES07DEL01,34,4.9,26.766536,75.837333,26.776536,75.847333,Meal ,motorcycle ,27,26.93184
6172,5785,MYSRES17DEL02,31,4.7,12.326356,76.619103,12.406356,76.699103,Snack ,motorcycle ,42,42.090275
3631,188A,CHENRES03DEL02,36,4.9,13.091809,80.219104,13.111809,80.239104,Drinks ,motorcycle ,26,26.161663
39040,A388,SURRES17DEL03,39,4.7,21.149569,72.772697,21.209569,72.832697,Meal ,motorcycle ,21,21.113577
25000,8FCE,PUNERES20DEL01,22,4.9,18.592718,73.773572,18.632718,73.813572,Drinks ,scooter ,11,10.939624
33160,4FB4,INDORES15DEL03,35,4.3,22.760072,75.892574,22.790072,75.922574,Snack ,motorcycle ,22,22.057043
3191,C4DF,KOCRES14DEL03,32,4.6,10.027014,76.308053,10.087014,76.368053,Buffet ,motorcycle ,36,35.917614
32784,D41C,BHPRES02DEL01,28,4.7,0.0,0.0,0.04,0.04,Meal ,motorcycle ,24,23.939972
30911,B04,PUNERES07DEL03,36,4.7,18.546947,73.900626,18.606947,73.960626,Drinks ,motorcycle ,22,22.049875
19877,4BCD,HYDRES17DEL02,30,4.6,17.451976,78.385883,17.581976,78.515883,Drinks ,motorcycle ,25,24.887524
30620,9498,INDORES16DEL02,38,4.8,22.744648,75.894377,22.874648,76.024377,Buffet ,motorcycle ,35,35.02575
26035,A964,COIMBRES16DEL01,25,4.5,11.010375,76.95295,11.020375,76.96295,Buffet ,motorcycle ,16,16.082733
43799,2039,VADRES07DEL03,34,4.6,0.0,0.0,0.03,0.03,Snack ,motorcycle ,20,19.840448
14056,A760,COIMBRES05DEL03,34,4.4,11.022169,76.999594,11.082169,77.059594,Drinks ,motorcycle ,21,21.113577
7394,3B5D,MYSRES15DEL01,31,4.2,12.352058,76.60665,12.462058,76.71665,Meal ,scooter ,42,41.95218
21223,659A,BANGRES12DEL02,33,4.0,12.939496,77.625999,12.989496,77.675999,Buffet ,motorcycle ,34,34.05279
33361,9483,VADRES08DEL02,30,5.0,0.0,0.0,0.13,0.13,Meal ,motorcycle ,45,45.89883
28411,3EEF,COIMBRES20DEL02,29,4.6,10.994136,76.963303,11.044136,77.013303,Buffet ,scooter ,20,19.840483
37487,8B34,PUNERES18DEL03,34,4.9,18.593481,73.785901,18.623481,73.815901,Meal ,scooter ,27,26.944248
25121,32A6,HYDRES14DEL03,31,4.8,17.426228,78.407495,17.486228,78.467495,Drinks ,motorcycle ,32,32.336926
38595,77EF,INDORES17DEL01,29,4.6,22.761226,75.887522,22.771226,75.897522,Meal ,motorcycle ,21,21.103565
10749,C80D,KNPRES01DEL02,25,4.5,26.483672,80.320708,26.533672,80.370708,Snack ,motorcycle ,26,26.16404
24345,200F,MYSRES02DEL03,26,4.8,12.304569,76.643622,12.364569,76.703622,Snack ,scooter ,17,17.006456
29300,904,MUMRES01DEL03,29,4.6,19.12663,72.829976,19.15663,72.859976,Meal ,scooter ,16,15.925627
22420,892F,HYDRES03DEL01,27,4.9,17.422819,78.449578,17.532819,78.559578,Buffet ,motorcycle ,28,28.029602
4798,7D8A,COIMBRES14DEL02,27,5.0,11.003681,76.975525,11.083681,77.055525,Buffet ,motorcycle ,24,23.846292
10634,3B99,VADRES05DEL02,22,4.9,22.310526,73.170937,22.360526,73.220937,Buffet ,scooter ,14,13.873483
4795,5CC3,CHENRES13DEL02,34,5.0,13.027018,80.254791,13.077018,80.304791,Drinks ,motorcycle ,23,23.14118
41424,6DC6,HYDRES010DEL02,21,4.3,17.428294,78.404423,17.558294,78.534423,Snack ,motorcycle ,44,43.720245
163,3A5A,INDORES08DEL02,24,4.9,22.725748,75.898497,22.775748,75.948497,Snack ,scooter ,22,22.04991
671,7820,COIMBRES17DEL01,23,4.8,11.026117,76.944652,11.096117,77.014652,Drinks ,motorcycle ,33,33.033077
45353,8760,COIMBRES17DEL03,34,4.9,11.026117,76.944652,11.086117,77.004652,Drinks ,motorcycle ,17,16.993757
16052,5D14,SURRES01DEL02,33,4.6,21.186438,72.794115,21.266438,72.874115,Meal ,motorcycle ,27,27.088047
24817,E246,AGRRES16DEL01,29,4.9,0.0,0.0,0.04,0.04,Snack ,scooter ,29,29.058903
22740,6378,SURRES01DEL02,35,5.0,21.186438,72.794115,21.236438,72.844115,Meal ,electric_scooter ,15,14.788152
30784,9FB6,INDORES06DEL02,21,4.6,22.728163,75.884212,22.858163,76.014212,Buffet ,motorcycle ,18,17.966793
25476,DB1A,ALHRES07DEL03,25,4.7,25.449659,81.839744,25.589659,81.979744,Snack ,scooter ,18,17.59984
5542,C25F,BHPRES010DEL02,32,4.7,23.266261,77.379605,23.346261,77.459605,Drinks ,motorcycle ,41,41.083363
40761,3913,MUMRES02DEL02,37,4.9,19.221315,72.862381,19.271315,72.912381,Drinks ,motorcycle ,26,26.16404
24022,5D97,BANGRES04DEL02,25,4.7,12.98041,77.640489,13.03041,77.690489,Meal ,scooter ,19,19.090565
23177,95B1,HYDRES07DEL02,38,4.5,17.424114,78.347554,17.554114,78.477554,Snack ,scooter ,30,30.079285
7758,7B7D,RANCHIRES18DEL02,34,4.2,23.351489,85.324253,23.431489,85.404253,Snack ,motorcycle ,40,40.19658
37605,49D9,PUNERES09DEL02,38,4.1,18.536562,73.896485,18.586562,73.946485,Drinks ,scooter ,39,38.796375
6548,6B98,VADRES05DEL02,33,4.9,22.310526,73.170937,22.390526,73.250937,Drinks ,motorcycle ,40,40.19658
24282,A15C,CHENRES01DEL03,39,4.8,13.005801,80.250744,13.065801,80.310744,Buffet ,motorcycle ,23,23.14118
4481,9D58,BANGRES13DEL03,34,4.4,12.935662,77.61413,12.965662,77.64413,Drinks ,motorcycle ,34,34.05279
3716,6.2E+06,INDORES17DEL02,24,4.9,22.761226,75.887522,22.891226,76.017522,Drinks ,motorcycle ,19,19.001015
10837,B2E4,COIMBRES17DEL02,24,4.6,11.026117,76.944652,11.076117,76.994652,Meal ,motorcycle ,10,10.308073
38908,203D,BANGRES03DEL02,29,4.8,12.979166,77.640709,13.109166,77.770709,Drinks ,scooter ,17,17.15564
9956,1D4A,SURRES15DEL02,22,4.2,21.160522,72.771477,21.210522,72.821477,Meal ,motorcycle ,22,22.049875
31174,41DB,HYDRES02DEL02,34,4.9,17.41233,78.449654,17.49233,78.529654,Buffet ,electric_scooter ,44,43.57702
34317,9544,PUNERES15DEL01,36,4.7,18.636215,73.751081,18.746215,73.861081,Meal ,scooter ,27,27.11441
27605,D8AA,AGRRES18DEL01,35,4.6,27.161694,78.034714,27.171694,78.044714,Drinks ,motorcycle ,19,19.045723
26715,8A12,JAPRES05DEL01,28,2.5,26.905287,75.794592,27.015287,75.904592,Snack ,scooter ,43,42.877533
30874,7184,PUNERES11DEL03,29,5.0,18.533811,73.899315,18.563811,73.929315,Snack ,motorcycle ,12,12.026814
31238,49A,MUMRES15DEL02,29,4.6,-19.176269,-72.836721,19.226269,72.886721,Meal ,electric_scooter ,28,27.716187
14818,2105,MYSRES06DEL03,23,4.9,12.323994,76.626167,12.413994,76.716167,Drinks ,motorcycle ,28,28.029602
33535,7BD2,MYSRES15DEL02,29,4.8,12.352058,76.60665,12.482058,76.73665,Meal ,motorcycle ,11,11.279578
5693,4C68,SURRES06DEL02,33,4.6,21.185047,72.80859,21.205047,72.82859,Meal ,electric_scooter ,26,26.144175
32371,C016,DEHRES01DEL02,29,4.6,0.0,0.0,0.02,0.02,Buffet ,motorcycle ,39,38.646828
42468,7832,HYDRES02DEL03,22,4.9,17.41233,78.449654,17.50233,78.539654,Buffet ,motorcycle ,29,29.115454
15422,479A,INDORES01DEL03,36,4.5,22.695207,75.866059,22.725207,75.896059,Drinks ,motorcycle ,23,23.148348
37285,C696,KNPRES13DEL02,38,4.8,26.481547,80.299775,26.611547,80.429775,Snack ,motorcycle ,29,29.115454
12411,8E+67,MYSRES18DEL02,37,4.1,12.337928,76.617889,12.357928,76.637889,Snack ,motorcycle ,32,32.244724
44541,6077,PUNERES19DEL01,20,4.5,18.563934,73.915367,18.573935,73.925367,Meal ,motorcycle ,24,23.931454
43266,5693,MUMRES11DEL03,26,4.8,18.994237,72.825553,19.054237,72.885553,Drinks ,scooter ,13,12.919844
3292,BBAF,HYDRES11DEL01,27,4.7,17.430448,78.418213,17.540448,78.528213,Meal ,motorcycle ,12,12.230395
